,Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
195,Other,Hek293_XO44 / Hek293_control,Q9H792,Q9H792,3.83524925421217,3.83524925421217,0.0170940814049562,0.0068376325619824,6,Q9H792,PEAK1,Inactive tyrosine-protein kinase PEAK1,PEAK1_HUMAN,14,1327.33220974892,14.2733220974892,Hek293_XO44,Hek293_control,"cytoplasm,focal adhesion,actin cytoskeleton","non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding,protein kinase activity","cell migration,peptidyl-tyrosine phosphorylation,substrate adhesion-dependent cell spreading,protein autophosphorylation,protein phosphorylation"
196,Other,Hek293_XO44 / Hek293_control,Q14164,Q14164,2.14345781356913,2.14345781356913,0.0004714163591258,0.0031501795046052,6,Q14164,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,IKKE_HUMAN,6,341.819720239081,4.41819720239082,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol,endosome membrane,PML body,mitochondrial membrane","protein kinase activity,NF-kappaB-inducing kinase activity,protein binding,ATP binding,IkappaB kinase activity,ubiquitin protein ligase binding,K48-linked polyubiquitin binding,K63-linked polyubiquitin binding,protein serine/threonine kinase activity","protein phosphorylation,immune response,I-kappaB phosphorylation,intrinsic apoptotic signaling pathway in response to DNA damage,positive regulation of lipid storage,peptidyl-serine phosphorylation,negative regulation of type I interferon production,response to type I interferon,response to interferon-beta,TRIF-dependent toll-like receptor signaling pathway,NIK/NF-kappaB signaling,positive regulation of I-kappaB kinase/NF-kappaB signaling,innate immune response,protein homooligomerization,cellular response to virus"
197,Other,Hek293_XO44 / Hek293_control,Q9BQI3,Q9BQI3,6.17898158196208,6.17898158196208,0.0038101248186152,0.004779174928834,6,Q9BQI3,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1,E2AK1_HUMAN,23,7145.34047592316,72.4534047592316,Hek293_XO44,Hek293_control,cytoplasm,"eukaryotic translation initiation factor 2alpha kinase activity,ATP binding,heme binding,protein homodimerization activity","acute inflammatory response,phagocytosis,negative regulation of cell proliferation,regulation of translational initiation by eIF2 alpha phosphorylation,regulation of eIF2 alpha phosphorylation by heme,macrophage differentiation,negative regulation of translational initiation by iron,protoporphyrinogen IX metabolic process,protein autophosphorylation,negative regulation of hemoglobin biosynthetic process,iron ion homeostasis,response to iron ion starvation"
198,Other,Hek293_XO44 / Hek293_control,O75385,O75385,6.1324732285446,6.1324732285446,8.53072124519062E-05,0.0013786584079162,6,O75385,ULK1,Serine/threonine-protein kinase ULK1,ULK1_HUMAN,26,6915.49613010448,70.1549613010448,Hek293_XO44,Hek293_control,"cytoplasm,mitochondrial outer membrane,autophagosome,endoplasmic reticulum membrane,cytosol,axon,pre-autophagosomal structure membrane,recycling endosome,extrinsic component of omegasome membrane,extrinsic component of pre-autophagosomal structure membrane,extrinsic component of autophagosome membrane,ATG1/ULK1 kinase complex,guanyl-nucleotide exchange factor complex,pre-autophagosomal structure,membrane","protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,Rab GTPase binding,identical protein binding,macromolecular complex binding,GTPase binding","protein phosphorylation,autophagy,signal transduction,protein localization,macroautophagy,regulation of macroautophagy,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,neuron projection regeneration,neuron projection development,negative regulation of protein complex assembly,cellular response to nutrient levels,response to starvation,protein autophosphorylation,axon extension,autophagy of host cells involved in interaction with symbiont,positive regulation of autophagosome assembly,regulation of autophagy,autophagosome assembly"
199,Other,Hek293_XO44 / Hek293_control,P53350,P53350,5.27137106474674,5.27137106474674,0.0002798436933992,0.0025316110461637,6,P53350,PLK1,Serine/threonine-protein kinase PLK1,PLK1_HUMAN,22,3762.25379663383,38.6225379663383,Hek293_XO44,Hek293_control,"kinetochore,chromatin,synaptonemal complex,spindle pole,condensed nuclear chromosome outer kinetochore,nucleus,nucleoplasm,centrosome,spindle,cytosol,microtubule cytoskeleton,midbody,spindle midzone,spindle microtubule","magnesium ion binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,microtubule binding,anaphase-promoting complex binding,kinase activity,protein kinase binding,identical protein binding","mitotic sister chromatid segregation,G2/M transition of mitotic cell cycle,negative regulation of transcription from RNA polymerase II promoter,mitotic cell cycle,mitotic cytokinesis,microtubule bundle formation,protein phosphorylation,sister chromatid cohesion,mitotic nuclear envelope disassembly,mitotic spindle assembly checkpoint,centrosome cycle,regulation of mitotic cell cycle,cell proliferation,regulation of G2/M transition of mitotic cell cycle,positive regulation of peptidyl-threonine phosphorylation,female meiosis chromosome segregation,protein ubiquitination,peptidyl-serine phosphorylation,regulation of mitotic metaphase/anaphase transition,anaphase-promoting complex-dependent catabolic process,protein destabilization,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,regulation of cytokinesis,negative regulation of apoptotic process,regulation of protein binding,homologous chromosome segregation,establishment of protein localization,negative regulation of cyclin-dependent protein serine/threonine kinase activity,positive regulation of proteolysis,nuclear envelope disassembly,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein transferase activity,regulation of cell cycle,synaptonemal complex disassembly,protein localization to chromatin,signal transduction involved in G2 DNA damage checkpoint,protein localization to nuclear envelope,ciliary basal body docking,positive regulation of protein localization to nucleus,regulation of mitotic spindle assembly,regulation of cell cycle G2/M phase transition,positive regulation of ubiquitin protein ligase activity"
200,Other,Hek293_XO44 / Hek293_control,P33981,P33981,6.73355495342348,6.73355495342348,0.0110254683513862,0.0060186809117063,6,P33981,TTK,Dual specificity protein kinase TTK,TTK_HUMAN,33,10541.4796395968,106.414796395968,Hek293_XO44,Hek293_control,"kinetochore,cytoplasm,spindle,membrane","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,protein homodimerization activity","spindle organization,mitotic spindle organization,mitotic spindle assembly checkpoint,positive regulation of cell proliferation,positive regulation of pathway-restricted SMAD protein phosphorylation,female meiosis chromosome segregation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,meiotic spindle assembly checkpoint,protein localization to kinetochore,protein autophosphorylation,chromosome separation,protein localization to meiotic spindle midzone"
201,Other,Hek293_XO44 / Hek293_control,Q9NRP7,Q9NRP7,5.2200169513779,5.2200169513779,0.0068499479969466,0.0051747334211482,6,Q9NRP7,STK36,Serine/threonine-protein kinase 36,STK36_HUMAN,13,3627.19127019301,37.2719127019302,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol","protein serine/threonine kinase activity,protein binding,ATP binding,transcription factor binding,metal ion binding","epithelial cilium movement,protein phosphorylation,positive regulation of hh target transcription factor activity,brain development,post-embryonic development,positive regulation of smoothened signaling pathway,regulation of sequence-specific DNA binding transcription factor activity,cilium morphogenesis"
202,Other,Hek293_XO44 / Hek293_control,Q6XUX3,Q6XUX3,6.16091132557471,6.16091132557471,0.000189496315753,0.0020456649519488,6,Q6XUX3,DSTYK,Dual serine/threonine and tyrosine protein kinase,DUSTY_HUMAN,29,7055.15604509291,71.5515604509291,Hek293_XO44,Hek293_control,"cytoplasm,cytosol,basolateral plasma membrane,apical plasma membrane,cell junction","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,ATP binding","peptidyl-tyrosine phosphorylation,positive regulation of kinase activity,negative regulation of apoptotic process,cellular response to fibroblast growth factor stimulus,positive regulation of fibroblast growth factor receptor signaling pathway,positive regulation of ERK1 and ERK2 cascade,intracellular signal transduction,protein phosphorylation"
203,Other,Hek293_XO44 / Hek293_control,O75716,O75716,5.7918466898438,5.7918466898438,0.0119834129039767,0.0061822235527195,5,O75716,STK16,Serine/threonine-protein kinase 16,STK16_HUMAN,3,5440.12525830888,55.4012525830888,Hek293_XO44,Hek293_control,"cytoplasm,Golgi-associated vesicle,cytosol,membrane,perinuclear region of cytoplasm","transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding,protein serine/threonine kinase activity,non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding","transcription from RNA polymerase II promoter,peptidyl-tyrosine phosphorylation,positive regulation of transcription from RNA polymerase II promoter,protein autophosphorylation,cellular response to transforming growth factor beta stimulus,protein phosphorylation"
204,Other,Hek293_XO44 / Hek293_control,Q99640,Q99640,6.13101393263737,6.13101393263737,0.0082060535673722,0.0054749970951469,6,Q99640,PKMYT1,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,PMYT1_HUMAN,13,6908.40349548592,70.0840349548592,Hek293_XO44,Hek293_control,"Golgi membrane,nucleus,nucleoplasm,nucleolus,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,cytosol,membrane","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,metal ion binding","regulation of cyclin-dependent protein serine/threonine kinase activity,G2/M transition of mitotic cell cycle,mitotic cell cycle,protein phosphorylation,regulation of mitotic nuclear division,negative regulation of phosphatase activity,regulation of cell cycle"
205,Other,Hek293_XO44 / Hek293_control,Q96PY6,Q96PY6,6.09385389537262,6.09385389537262,0.0013089219962017,0.0044643078500086,6,Q96PY6,NEK1,Serine/threonine-protein kinase Nek1,NEK1_HUMAN,37,6730.19042131301,68.3019042131301,Hek293_XO44,Hek293_control,"pericentriolar material,nucleus,cytoplasm,centrosome","protein kinase activity,protein serine/threonine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,kinase activity,metal ion binding,14-3-3 protein binding","protein phosphorylation,cell cycle,regulation of mitotic cell cycle,peptidyl-tyrosine phosphorylation,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,DNA damage response, detection of DNA damage,regulation of apoptotic process,cell division,cilium morphogenesis,cellular response to DNA damage stimulus"
206,Other,Hek293_XO44 / Hek293_control,Q9P2K8,Q9P2K8,6.06652774736322,6.06652774736322,0.0005435428773986,0.0033884732596083,6,Q9P2K8,EIF2AK4,eIF-2-alpha kinase GCN2,E2AK4_HUMAN,57,6602.03700562629,67.0203700562629,Hek293_XO44,Hek293_control,"polysome,cytosolic ribosome","tRNA binding,protein serine/threonine kinase activity,eukaryotic translation initiation factor 2alpha kinase activity,ATP binding","DNA damage checkpoint,positive regulation of defense response to virus by host,adaptive immune response,T cell activation involved in immune response,positive regulation of adaptive immune response,regulation of translational initiation,protein phosphorylation,cell cycle arrest,learning,long-term memory,regulation of translational initiation by eIF2 alpha phosphorylation,viral translation,negative regulation of translational initiation in response to stress,negative regulation of CREB transcription factor activity,cellular response to amino acid starvation,cellular response to UV,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,induction by virus of host autophagy,negative regulation by host of viral genome replication,negative regulation of neuron differentiation,negative regulation of translational initiation,protein autophosphorylation,defense response to virus,regulation of feeding behavior,regulation of eIF2 alpha phosphorylation by amino acid starvation,cellular response to cold,positive regulation of translational initiation in response to starvation,positive regulation of long-term synaptic potentiation,neuron projection extension,cellular response to leucine starvation"
207,Other,Hek293_XO44 / Hek293_control,Q8N165,Q8N165,6.05012381750201,6.05012381750201,0.0013827333764144,0.0044695425280929,6,Q8N165,PDIK1L,Serine/threonine-protein kinase PDIK1L,PDK1L_HUMAN,11,6526.26417903833,66.2626417903833,Hek293_XO44,Hek293_control,nucleoplasm,"protein serine/threonine kinase activity,protein binding,ATP binding",protein phosphorylation
208,Other,Hek293_XO44 / Hek293_control,Q9NZJ5,Q9NZJ5,5.73680086610978,5.73680086610978,0.0029448054054149,0.0047730276111831,6,Q9NZJ5,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,E2AK3_HUMAN,24,5232.72440389607,53.3272440389607,Hek293_XO44,Hek293_control,"cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of endoplasmic reticulum membrane,perinuclear region of cytoplasm","protein kinase activity,protein serine/threonine kinase activity,eukaryotic translation initiation factor 2alpha kinase activity,protein binding,ATP binding,enzyme binding,protein phosphatase binding,identical protein binding,protein homodimerization activity,Hsp90 protein binding","skeletal system development,ossification,angiogenesis,chondrocyte development,protein phosphorylation,activation of cysteine-type endopeptidase activity involved in apoptotic process,ER overload response,endoplasmic reticulum organization,positive regulation of vascular endothelial growth factor production,positive regulation of gene expression,regulation of translational initiation by eIF2 alpha phosphorylation,negative regulation of translation,peptidyl-serine phosphorylation,calcium-mediated signaling,bone mineralization,endoplasmic reticulum unfolded protein response,endocrine pancreas development,negative regulation of myelination,negative regulation of translational initiation in response to stress,cellular response to amino acid starvation,response to endoplasmic reticulum stress,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,PERK-mediated unfolded protein response,cellular response to glucose starvation,positive regulation of transcription from RNA polymerase I promoter,protein autophosphorylation,insulin-like growth factor receptor signaling pathway,protein homooligomerization,regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation,cellular response to cold,positive regulation of protein localization to nucleus,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,response to manganese-induced endoplasmic reticulum stress"
209,Other,Hek293_XO44 / Hek293_control,P30291,P30291,6.77772010521453,6.77772010521453,0.0004680056941026,0.0031379524323337,6,P30291,WEE1,Wee1-like protein kinase,WEE1_HUMAN,17,10872.2843483805,109.722843483805,Hek293_XO44,Hek293_control,"nucleus,nucleoplasm,nucleolus,cytoplasm","magnesium ion binding,protein tyrosine kinase activity,non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding,kinase activity","G1/S transition of mitotic cell cycle,G2/M transition of mitotic cell cycle,microtubule cytoskeleton organization,peptidyl-tyrosine phosphorylation,establishment of cell polarity,neuron projection morphogenesis,cell division,regulation of cell cycle"
210,Other,Hek293_XO44 / Hek293_control,O14976,O14976,6.57526736936661,6.57526736936661,0.0012629688677789,0.0044643078500086,6,O14976,GAK,Cyclin-G-associated kinase,GAK_HUMAN,42,9435.70281697634,95.3570281697634,Hek293_XO44,Hek293_control,"Golgi apparatus,cytosol,focal adhesion,membrane,vesicle,intracellular membrane-bounded organelle,synapse,perinuclear region of cytoplasm,cytoplasm","protein serine/threonine kinase activity,protein binding,ATP binding,cyclin binding,chaperone binding,clathrin binding","protein phosphorylation,receptor-mediated endocytosis,endoplasmic reticulum organization,Golgi organization,cell cycle,negative regulation of neuron projection development,synaptic vesicle uncoating,protein localization to Golgi apparatus,chaperone mediated protein folding requiring cofactor,membrane organization,clathrin coat disassembly,clathrin-dependent endocytosis,protein localization to plasma membrane,Golgi to lysosome transport,clathrin-coated pit assembly"
211,Other,Hek293_XO44 / Hek293_control,P51955,P51955,5.95402646641229,5.95402646641229,0.0040753793531113,0.0048000942400025,6,P51955,NEK2,Serine/threonine-protein kinase Nek2,NEK2_HUMAN,15,6099.27013635602,61.9927013635602,Hek293_XO44,Hek293_control,"kinetochore,condensed chromosome kinetochore,condensed nuclear chromosome,spindle pole,nucleoplasm,nucleolus,centrosome,cytosol,microtubule,midbody,macromolecular complex,cytoplasm,nucleus","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,protein phosphatase binding,metal ion binding","mitotic sister chromatid segregation,G2/M transition of mitotic cell cycle,mitotic cell cycle,blastocyst development,protein phosphorylation,chromosome segregation,regulation of mitotic nuclear division,regulation of G2/M transition of mitotic cell cycle,positive regulation of telomere maintenance via telomerase,negative regulation of DNA binding,regulation of mitotic centrosome separation,protein autophosphorylation,spindle assembly,centrosome separation,cell division,meiotic cell cycle,positive regulation of telomerase activity,regulation of attachment of spindle microtubules to kinetochore,mitotic spindle assembly,ciliary basal body docking,negative regulation of centriole-centriole cohesion,positive regulation of telomere capping"
212,Other,Hek293_XO44 / Hek293_control,Q8TDR2,Q8TDR2,6.42904760790104,6.42904760790104,0.005088176225219,0.0048562227193916,6,Q8TDR2,STK35,Serine/threonine-protein kinase 35,STK35_HUMAN,19,8516.60478045426,86.1660478045426,Hek293_XO44,Hek293_control,"nucleus,nucleolus,cytoplasm,nuclear body","protein serine/threonine kinase activity,ATP binding",protein phosphorylation
213,Other,Hek293_XO44 / Hek293_control,O00444,O00444,5.57239601717566,5.57239601717566,0.0150683263419259,0.0065774503841169,6,O00444,PLK4,Serine/threonine-protein kinase PLK4,PLK4_HUMAN,12,4658.37153529367,47.5837153529367,Hek293_XO44,Hek293_control,"XY body,nucleolus,centrosome,centriole,cytosol,cleavage furrow,deuterosome","protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding","G2/M transition of mitotic cell cycle,protein phosphorylation,centriole replication,regulation of G2/M transition of mitotic cell cycle,positive regulation of centriole replication,trophoblast giant cell differentiation,ciliary basal body docking,de novo centriole assembly"
214,Other,Hek293_XO44 / Hek293_control,P51957,P51957,5.69274855938137,5.69274855938137,0.0045173554528404,0.0048111027484456,6,P51957,NEK4,Serine/threonine-protein kinase Nek4,NEK4_HUMAN,21,5072.35201658304,51.7235201658304,Hek293_XO44,Hek293_control,"cytoplasm,cytosol,ciliary rootlet,ciliary transition zone,ciliary basal body,ciliary plasm","protein serine/threonine kinase activity,protein binding,ATP binding,manganese ion binding","mitotic cell cycle,protein phosphorylation,cellular response to DNA damage stimulus,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of apoptotic process,positive regulation of transcription, DNA-templated,cell division,regulation of replicative cell aging,regulation of cellular senescence,regulation of response to DNA damage stimulus"
215,PKL,Hek293_XO44 / Hek293_control,O75063,O75063,3.6009316763011,3.6009316763011,0.0212705323664598,0.0074857846504275,6,O75063,FAM20B,Glycosaminoglycan xylosylkinase,XYLK_HUMAN,6,1113.35657233814,12.1335657233814,Hek293_XO44,Hek293_control,"Golgi membrane,extracellular space,nucleoplasm,Golgi apparatus,integral component of membrane","protein binding,ATP binding,kinase activity,phosphotransferase activity, alcohol group as acceptor,metal ion binding","phosphorylation,positive regulation of protein targeting to mitochondrion,protein phosphorylation,proteoglycan biosynthetic process"
216,STE,Hek293_XO44 / Hek293_control,Q13177,Q13177,8.38663516164543,8.38663516164543,0.0054303547062003,0.004899676479975,6,Q13177,PAK2,Serine/threonine-protein kinase PAK 2,PAK2_HUMAN,26,33367.9218607463,334.679218607463,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol,plasma membrane,perinuclear region of cytoplasm","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,protein kinase binding,protein tyrosine kinase activator activity,small GTPase binding,identical protein binding,cadherin binding,Rac GTPase binding","stimulatory C-type lectin receptor signaling pathway,protein phosphorylation,negative regulation of protein kinase activity,apoptotic process,signal transduction,Rho protein signal transduction,regulation of mitotic cell cycle,phosphorylation,cell migration,peptidyl-serine phosphorylation,signal transduction by protein phosphorylation,actin cytoskeleton organization,stress-activated protein kinase signaling cascade,T cell costimulation,interleukin-12-mediated signaling pathway,Fc-epsilon receptor signaling pathway,regulation of growth,negative regulation of apoptotic process,regulation of MAPK cascade,protein autophosphorylation,vascular endothelial growth factor receptor signaling pathway,regulation of defense response to virus by virus,positive regulation of peptidyl-tyrosine phosphorylation,T cell receptor signaling pathway,dendritic spine development,positive regulation of protein tyrosine kinase activity,cellular response to organic cyclic compound,positive regulation of extrinsic apoptotic signaling pathway,negative regulation of cysteine-type endopeptidase activity involved in execution phase of apoptosis,regulation of apoptotic process,activation of protein kinase activity"
217,STE,Hek293_XO44 / Hek293_control,P45985,P45985,6.53514822575001,6.53514822575001,0.0072075409024672,0.0052547400038726,6,P45985,MAP2K4,Dual specificity mitogen-activated protein kinase kinase 4,MP2K4_HUMAN,14,9174.18259068951,92.7418259068951,Hek293_XO44,Hek293_control,"nucleus,cytoplasm,cytosol,axon,dendrite cytoplasm,perikaryon","protein kinase activity,protein serine/threonine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,JUN kinase kinase activity,mitogen-activated protein kinase kinase kinase binding,MAP kinase kinase activity","apoptotic process,signal transduction,JNK cascade,activation of JUN kinase activity,regulation of mitotic cell cycle,response to wounding,peptidyl-tyrosine phosphorylation,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,positive regulation of smooth muscle cell apoptotic process,proteolysis in other organism,Fc-epsilon receptor signaling pathway,regulation of apoptotic process,positive regulation of neuron apoptotic process,positive regulation of DNA replication,positive regulation of nitric-oxide synthase biosynthetic process,cell growth involved in cardiac muscle cell development,cellular response to mechanical stimulus,cellular response to sorbitol,negative regulation of motor neuron apoptotic process,activation of MAPK activity"
218,STE,Hek293_XO44 / Hek293_control,Q9H2K8,Q9H2K8,3.7365421118792,3.7365421118792,0.0021515813157282,0.0047730276111831,6,Q9H2K8,TAOK3,Serine/threonine-protein kinase TAO3,TAOK3_HUMAN,17,1232.94201003212,13.3294201003212,Hek293_XO44,Hek293_control,"cytoplasm,plasma membrane,nucleus","protein serine/threonine kinase activity,MAP kinase kinase kinase activity,protein kinase inhibitor activity,protein binding,ATP binding,transferase activity","MAPK cascade,activation of MAPKK activity,DNA repair,protein phosphorylation,negative regulation of protein kinase activity,cellular response to DNA damage stimulus,mitotic G2 DNA damage checkpoint,nervous system development,positive regulation of stress-activated MAPK cascade,regulation of apoptotic process,positive regulation of JUN kinase activity,negative regulation of JNK cascade,positive regulation of JNK cascade,protein autophosphorylation,G2 DNA damage checkpoint,execution phase of apoptosis,signal transduction by protein phosphorylation,regulation of mitotic cell cycle,stress-activated protein kinase signaling cascade,activation of protein kinase activity"
219,STE,Hek293_XO44 / Hek293_control,Q9Y6R4,Q9Y6R4,6.62776203787271,6.62776203787271,0.0030497995257529,0.0047730276111831,6,Q9Y6R4,MAP3K4,Mitogen-activated protein kinase kinase kinase 4,M3K4_HUMAN,60,9789.06377131893,98.8906377131893,Hek293_XO44,Hek293_control,"cytoplasm,perinuclear region of cytoplasm","MAP kinase kinase kinase activity,protein binding,ATP binding,metal ion binding,protein serine/threonine kinase activity","MAPK cascade,activation of MAPKK activity,placenta development,regulation of mitotic cell cycle,response to UV-C,regulation of gene expression,male germ-line sex determination,positive regulation of telomere maintenance via telomerase,intracellular signal transduction,regulation of apoptotic process,positive regulation of JUN kinase activity,positive regulation of telomerase activity,chorionic trophoblast cell differentiation,positive regulation of p38MAPK cascade,positive regulation of telomere capping,activation of protein kinase activity,stress-activated protein kinase signaling cascade,signal transduction by protein phosphorylation"
220,STE,Hek293_XO44 / Hek293_control,Q9P289,Q9P289,8.16331004567317,8.16331004567317,0.0032438708587602,0.0047730276111831,6,Q9P289,STK26,Serine/threonine-protein kinase 26,STK26_HUMAN,13,28568.2503033879,286.682503033879,Hek293_XO44,Hek293_control,"Golgi membrane,cytoplasm,Golgi apparatus,Golgi-associated vesicle,cytosol,vesicle membrane,membrane,apical plasma membrane,perinuclear region of cytoplasm,extracellular exosome,cell periphery","magnesium ion binding,protein kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity,identical protein binding,protein homodimerization activity,protein serine/threonine kinase activity","MAPK cascade,activation of MAPKKK activity,protein phosphorylation,regulation of mitotic cell cycle,cellular response to starvation,microvillus assembly,negative regulation of cell migration,stress-activated protein kinase signaling cascade,response to hydrogen peroxide,regulation of apoptotic process,protein autophosphorylation,neuron projection morphogenesis,execution phase of apoptosis,regulation of hydrogen peroxide-induced cell death,signal transduction by protein phosphorylation,activation of protein kinase activity"
221,STE,Hek293_XO44 / Hek293_control,Q9UEW8,Q9UEW8,7.87683443439087,7.87683443439087,0.0051815930687765,0.0048662843456736,6,Q9UEW8,STK39,STE20/SPS1-related proline-alanine-rich protein kinase,STK39_HUMAN,24,23405.172115179,235.05172115179,Hek293_XO44,Hek293_control,"nucleoplasm,cytoplasm,cytosol,cytoskeleton,basolateral plasma membrane,apical plasma membrane,extrinsic component of membrane,intracellular membrane-bounded organelle","protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,protein kinase binding","activation of MAPK activity,negative regulation of protein phosphorylation,protein phosphorylation,regulation of mitotic cell cycle,regulation of blood pressure,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,signal transduction by protein phosphorylation,signal transduction by trans-phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,positive regulation of ion transmembrane transporter activity,intracellular signal transduction,maintenance of lens transparency,regulation of apoptotic process,positive regulation of potassium ion transport,protein autophosphorylation,regulation of inflammatory response,cellular hypotonic response,negative regulation of pancreatic juice secretion,negative regulation of potassium ion transmembrane transporter activity,negative regulation of potassium ion transmembrane transport,negative regulation of creatine transmembrane transporter activity,regulation of ion homeostasis,negative regulation of sodium ion transmembrane transporter activity"
222,STE,Hek293_XO44 / Hek293_control,O95819,O95819,6.64150578923878,6.64150578923878,0.0002887415131089,0.0025705494446257,6,O95819,MAP4K4,Mitogen-activated protein kinase kinase kinase kinase 4,M4K4_HUMAN,43,9883.72152878084,99.8372152878083,Hek293_XO44,Hek293_control,cytoplasm,"creatine kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,MAP kinase kinase kinase kinase activity","MAPK cascade,activation of MAPKKK activity,protein phosphorylation,regulation of mitotic cell cycle,intracellular signal transduction,negative regulation of apoptotic process,regulation of JNK cascade,neuron projection morphogenesis,negative regulation of insulin secretion involved in cellular response to glucose stimulus,negative regulation of neuron projection regeneration,microvillus assembly,activation of protein kinase activity,regulation of apoptotic process,stress-activated protein kinase signaling cascade,signal transduction by protein phosphorylation"
223,STE,Hek293_XO44 / Hek293_control,Q02750,Q02750,8.11493682068827,8.11493682068827,0.0049880197321386,0.0048531967833839,6,Q02750,MAP2K1,Dual specificity mitogen-activated protein kinase kinase 1,MP2K1_HUMAN,15,27622.9470800069,277.229470800069,Hek293_XO44,Hek293_control,"nucleus,mitochondrion,early endosome,late endosome,endoplasmic reticulum,Golgi apparatus,microtubule organizing center,cytosol,plasma membrane,focal adhesion,extracellular exosome,cytoplasm","protein kinase activity,protein serine/threonine kinase activity,MAP kinase kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,receptor signaling protein tyrosine phosphatase activity,protein binding,ATP binding,protein C-terminus binding,protein serine/threonine kinase activator activity,protein N-terminus binding,scaffold protein binding","MAPK cascade,activation of MAPK activity,protein phosphorylation,chemotaxis,cell cycle arrest,signal transduction,regulation of mitotic cell cycle,heart development,negative regulation of cell proliferation,positive regulation of gene expression,negative regulation of gene expression,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,cerebellar cortex formation,neuron differentiation,keratinocyte differentiation,thyroid gland development,regulation of stress-activated MAPK cascade,proteolysis in other organism,regulation of apoptotic process,positive regulation of transcription, DNA-templated,thymus development,regulation of axon regeneration,cell motility,positive regulation of axonogenesis,Bergmann glial cell differentiation,face development,trachea formation,epithelial cell proliferation involved in lung morphogenesis,placenta blood vessel development,labyrinthine layer development,ERK1 and ERK2 cascade,positive regulation of ERK1 and ERK2 cascade,positive regulation of protein serine/threonine kinase activity,regulation of Golgi inheritance,cellular senescence,positive regulation of production of miRNAs involved in gene silencing by miRNA,regulation of early endosome to late endosome transport,signal transduction by protein phosphorylation,activation of protein kinase activity,stress-activated protein kinase signaling cascade"
