Kinase Classification,Comparison (group1/group2),Group,ProteinGroups,AVG Log2 Ratio,Absolute AVG Log2 Ratio,Pvalue,Qvalue,# of Ratios,UniProtIds,Genes,ProteinDescriptions,ProteinNames,# Unique Total Peptides,% Change,Ratio,Condition Numerator,Condition Denominator,GO Cellular Component,GO Molecular Function,GO Biological Process
Other,HeLa_XO44 / HeLa_control,P33981,P33981,5.0324336339775,5.0324336339775,0.0065316464577168,0.0050995861408257,6,P33981,TTK,Dual specificity protein kinase TTK,TTK_HUMAN,33,3172.75484915358,32.7275484915358,HeLa_XO44,HeLa_control,"kinetochore,cytoplasm,spindle,membrane","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,protein binding,ATP binding,protein homodimerization activity","spindle organization,mitotic spindle organization,mitotic spindle assembly checkpoint,positive regulation of cell proliferation,positive regulation of pathway-restricted SMAD protein phosphorylation,female meiosis chromosome segregation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,meiotic spindle assembly checkpoint,protein localization to kinetochore,protein autophosphorylation,chromosome separation,protein localization to meiotic spindle midzone"
Other,HeLa_XO44 / HeLa_control,Q86UE8,Q86UE8,6.33266974305217,6.33266974305217,0.0067686603222695,0.0051576212121113,6,Q86UE8,TLK2,Serine/threonine-protein kinase tousled-like 2,TLK2_HUMAN,34,7959.7866409325,80.597866409325,HeLa_XO44,HeLa_control,"nucleus,intermediate filament,perinuclear region of cytoplasm","protein serine/threonine kinase activity,protein binding,ATP binding","regulation of chromatin assembly or disassembly,chromatin organization,protein phosphorylation,cellular response to DNA damage stimulus,cell cycle,chromosome segregation,negative regulation of autophagy,peptidyl-serine phosphorylation,negative regulation of proteasomal ubiquitin-dependent protein catabolic process,intracellular signal transduction,cellular response to gamma radiation"
Other,HeLa_XO44 / HeLa_control,Q9H792,Q9H792,3.71289110399534,3.71289110399534,0.0001184011391624,0.0016128927747722,6,Q9H792,PEAK1,Inactive tyrosine-protein kinase PEAK1,PEAK1_HUMAN,14,1211.26839268927,13.1126839268927,HeLa_XO44,HeLa_control,"cytoplasm,focal adhesion,actin cytoskeleton","non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding,protein kinase activity","cell migration,peptidyl-tyrosine phosphorylation,substrate adhesion-dependent cell spreading,protein autophosphorylation,protein phosphorylation"
Other,HeLa_XO44 / HeLa_control,Q8TEA7,Q8TEA7,4.06198258068882,4.06198258068882,0.0039290479480411,0.004779174928834,6,Q8TEA7,TBCK,TBC domain-containing protein kinase-like protein,TBCK_HUMAN,10,1570.23891704374,16.7023891704374,HeLa_XO44,HeLa_control,"cytoplasm,endomembrane system,midbody,mitotic spindle","protein kinase activity,GTPase activator activity,ATP binding,Rab GTPase binding","intracellular protein transport,cell proliferation,actin cytoskeleton organization,regulation of vesicle fusion,regulation of TOR signaling,activation of GTPase activity,protein phosphorylation"
Other,HeLa_XO44 / HeLa_control,Q99640,Q99640,4.37979890269615,4.37979890269615,0.0053270859877579,0.0048818555412635,6,Q99640,PKMYT1,Membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase,PMYT1_HUMAN,13,1981.85675840705,20.8185675840705,HeLa_XO44,HeLa_control,"Golgi membrane,nucleus,nucleoplasm,nucleolus,endoplasmic reticulum,endoplasmic reticulum membrane,Golgi apparatus,cytosol,membrane","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,kinase activity,metal ion binding","regulation of cyclin-dependent protein serine/threonine kinase activity,G2/M transition of mitotic cell cycle,mitotic cell cycle,protein phosphorylation,regulation of mitotic nuclear division,negative regulation of phosphatase activity,regulation of cell cycle"
Other,HeLa_XO44 / HeLa_control,Q9UKI8,Q9UKI8,6.18634625172559,6.18634625172559,0.0120148784655689,0.0061868162915662,6,Q9UKI8,TLK1,Serine/threonine-protein kinase tousled-like 1,TLK1_HUMAN,15,7182.42105452802,72.8242105452802,HeLa_XO44,HeLa_control,nucleus,"protein serine/threonine kinase activity,protein binding,ATP binding","regulation of chromatin assembly or disassembly,chromatin organization,protein phosphorylation,intracellular protein transport,cellular response to DNA damage stimulus,cell cycle,intracellular signal transduction"
Other,HeLa_XO44 / HeLa_control,Q9UHD2,Q9UHD2,5.94491173966517,5.94491173966517,0.0126835265061832,0.0062799259082619,6,Q9UHD2,TBK1,Serine/threonine-protein kinase TBK1,TBK1_HUMAN,43,6060.22755760391,61.6022755760391,HeLa_XO44,HeLa_control,"nucleoplasm,cytoplasm,cytosol,endosome membrane,aggresome","nucleic acid binding,protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,identical protein binding,phosphoprotein binding","protein phosphorylation,inflammatory response,I-kappaB kinase/NF-kappaB signaling,response to virus,negative regulation of gene expression,viral process,positive regulation of macroautophagy,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,regulation of type I interferon production,negative regulation of type I interferon production,positive regulation of type I interferon production,type I interferon production,positive regulation of interferon-alpha production,positive regulation of interferon-beta production,positive regulation of peptidyl-serine phosphorylation,TRIF-dependent toll-like receptor signaling pathway,positive regulation of I-kappaB kinase/NF-kappaB signaling,dendritic cell proliferation,innate immune response,positive regulation of interferon-beta biosynthetic process,positive regulation of transcription from RNA polymerase II promoter,defense response to Gram-positive bacterium,defense response to virus,cellular response to cytokine stimulus,regulation of neuron death,positive regulation of xenophagy"
Other,HeLa_XO44 / HeLa_control,Q9H5K3,Q9H5K3,1.93397117016937,1.93397117016937,0.0198716300712094,0.0072528888923554,6,Q9H5K3,POMK,Protein O-mannose kinase,SG196_HUMAN,3,282.105538741026,3.82105538741026,HeLa_XO44,HeLa_control,"endoplasmic reticulum membrane,integral component of membrane","protein kinase activity,ATP binding,phosphotransferase activity, alcohol group as acceptor,carbohydrate kinase activity","neuron migration,protein phosphorylation,protein O-linked glycosylation,brain development,learning or memory,sensory perception of pain,carbohydrate phosphorylation,neuromuscular process"
Other,HeLa_XO44 / HeLa_control,Q2M2I8,Q2M2I8,4.86099650331288,4.86099650331288,0.0044880457256392,0.0048086501506273,6,Q2M2I8,AAK1,AP2-associated protein kinase 1,AAK1_HUMAN,11,2806.06789320887,29.0606789320887,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,clathrin-coated pit,extrinsic component of plasma membrane,clathrin-coated vesicle,cell leading edge,terminal bouton,nucleus","protein serine/threonine kinase activity,Notch binding,protein binding,ATP binding,AP-2 adaptor complex binding","protein phosphorylation,endocytosis,regulation of protein localization,positive regulation of Notch signaling pathway,protein autophosphorylation,protein stabilization,membrane organization,regulation of clathrin-dependent endocytosis,regulation of endocytosis"
Other,HeLa_XO44 / HeLa_control,Q86SG6,Q86SG6,4.02027916506258,4.02027916506258,0.0321339789940677,0.0095448151659276,6,Q86SG6,NEK8,Serine/threonine-protein kinase Nek8,NEK8_HUMAN,10,1522.64912391063,16.2264912391063,HeLa_XO44,HeLa_control,"cytoplasm,cytoskeleton,cilium,ciliary inversin compartment,ciliary base,centrosome,nucleus","protein serine/threonine kinase activity,protein binding,ATP binding,metal ion binding","protein phosphorylation,determination of left/right symmetry,heart development,animal organ morphogenesis,regulation of hippo signaling,chromosome segregation"
Other,HeLa_XO44 / HeLa_control,O43683,O43683,4.30069136926078,4.30069136926078,0.0015228424852206,0.0045552371939728,6,O43683,BUB1,Mitotic checkpoint serine/threonine-protein kinase BUB1,BUB1_HUMAN,25,1870.77527130542,19.7077527130542,HeLa_XO44,HeLa_control,"kinetochore,condensed chromosome kinetochore,condensed nuclear chromosome outer kinetochore,nucleoplasm,cytosol,membrane,condensed nuclear chromosome kinetochore","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding","protein phosphorylation,apoptotic process,sister chromatid cohesion,regulation of sister chromatid cohesion,mitotic cell cycle checkpoint,mitotic spindle assembly checkpoint,cell proliferation,viral process,cell division,meiotic sister chromatid cohesion, centromeric,regulation of chromosome segregation"
Other,HeLa_XO44 / HeLa_control,O60566,O60566,3.96879305687792,3.96879305687792,0.0130998017319897,0.0063279556218602,6,O60566,BUB1B,Mitotic checkpoint serine/threonine-protein kinase BUB1 beta,BUB1B_HUMAN,36,1465.76202842484,15.6576202842484,HeLa_XO44,HeLa_control,"kinetochore,condensed chromosome kinetochore,condensed nuclear chromosome kinetochore,condensed chromosome outer kinetochore,anaphase-promoting complex,cytoplasm,microtubule organizing center,cytosol,perinuclear region of cytoplasm,spindle midzone","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding","mitotic cell cycle,protein phosphorylation,apoptotic process,sister chromatid cohesion,metaphase/anaphase transition of mitotic cell cycle,mitotic cell cycle checkpoint,mitotic spindle assembly checkpoint,cell proliferation,anaphase-promoting complex-dependent catabolic process,protein localization to kinetochore,proteasome-mediated ubiquitin-dependent protein catabolic process,cell division,negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle,positive regulation of ubiquitin-protein ligase activity involved in regulation of mitotic cell cycle transition,meiotic sister chromatid cohesion, centromeric"
Other,HeLa_XO44 / HeLa_control,Q8N5S9,Q8N5S9,6.95459539862773,6.95459539862773,0.0110006864201332,0.0060123964206917,6,Q8N5S9,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1,KKCC1_HUMAN,22,12303.4306479057,124.034306479057,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cytosol","calmodulin-dependent protein kinase activity,protein binding,calmodulin binding,ATP binding","peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,intracellular signal transduction,positive regulation of protein kinase activity"
Other,HeLa_XO44 / HeLa_control,Q8TD19,Q8TD19,6.15289449079384,6.15289449079384,0.0089124003166781,0.0056278449186491,6,Q8TD19,NEK9,Serine/threonine-protein kinase Nek9,NEK9_HUMAN,39,7015.50620785626,71.1550620785626,HeLa_XO44,HeLa_control,"nucleus,cytosol,centrosome","protein serine/threonine kinase activity,protein binding,ATP binding,protein kinase binding,metal ion binding","protein phosphorylation,mitotic nuclear envelope disassembly,cell division"
Other,HeLa_XO44 / HeLa_control,Q96GD4,Q96GD4,7.28939314412399,7.28939314412399,0.0100039071369735,0.0058260453084983,6,Q96GD4,AURKB,Aurora kinase B,AURKB_HUMAN,27,15543.2140019095,156.432140019095,HeLa_XO44,HeLa_control,"condensed chromosome, centromeric region,condensed nuclear chromosome, centromeric region,nucleus,nucleoplasm,spindle,cytosol,spindle microtubule,chromocenter,midbody,spindle pole centrosome,chromosome passenger complex,spindle midzone,mitotic spindle midzone,kinetochore","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein binding,ATP binding,kinase binding,histone serine kinase activity,metal ion binding","negative regulation of transcription from RNA polymerase II promoter,negative regulation of B cell apoptotic process,protein phosphorylation,spindle organization,sister chromatid cohesion,aging,cell proliferation,attachment of spindle microtubules to kinetochore,abscission,histone modification,protein sumoylation,anaphase-promoting complex-dependent catabolic process,spindle checkpoint,negative regulation of protein binding,positive regulation of telomere maintenance via telomerase,negative regulation of cytokinesis,positive regulation of cytokinesis,protein localization to kinetochore,cellular response to UV,cleavage furrow formation,histone H3-S28 phosphorylation,mitotic cytokinesis checkpoint,protein autophosphorylation,mitotic spindle midzone assembly,positive regulation of telomerase activity,regulation of chromosome segregation,regulation of signal transduction by p53 class mediator,positive regulation of telomere capping,mitotic spindle organization,regulation of cytokinesis"
Other,HeLa_XO44 / HeLa_control,Q14164,Q14164,3.73983633340005,3.73983633340005,0.0079736510342781,0.0054198688983615,6,Q14164,IKBKE,Inhibitor of nuclear factor kappa-B kinase subunit epsilon,IKKE_HUMAN,6,1235.98910114802,13.3598910114802,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cytosol,endosome membrane,PML body,mitochondrial membrane","protein kinase activity,NF-kappaB-inducing kinase activity,protein binding,ATP binding,IkappaB kinase activity,ubiquitin protein ligase binding,K48-linked polyubiquitin binding,K63-linked polyubiquitin binding,protein serine/threonine kinase activity","protein phosphorylation,immune response,I-kappaB phosphorylation,intrinsic apoptotic signaling pathway in response to DNA damage,positive regulation of lipid storage,peptidyl-serine phosphorylation,negative regulation of type I interferon production,response to type I interferon,response to interferon-beta,TRIF-dependent toll-like receptor signaling pathway,NIK/NF-kappaB signaling,positive regulation of I-kappaB kinase/NF-kappaB signaling,innate immune response,protein homooligomerization,cellular response to virus"
Other,HeLa_XO44 / HeLa_control,O14920,O14920,4.58980314649122,4.58980314649122,0.0304360739769014,0.00919554649921,6,O14920,IKBKB,Inhibitor of nuclear factor kappa-B kinase subunit beta,IKKB_HUMAN,21,2308.0661965287,24.080661965287,HeLa_XO44,HeLa_control,"nucleus,cytosol,IkappaB kinase complex,cytoplasmic side of plasma membrane,CD40 receptor complex,membrane raft,cytoplasm","protein kinase activity,protein serine/threonine kinase activity,protein binding,ATP binding,IkappaB kinase activity,protein kinase binding,identical protein binding,protein homodimerization activity,protein heterodimerization activity,scaffold protein binding","stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,MyD88-independent toll-like receptor signaling pathway,protein phosphorylation,inflammatory response,I-kappaB kinase/NF-kappaB signaling,I-kappaB phosphorylation,response to virus,anatomical structure morphogenesis,regulation of tumor necrosis factor-mediated signaling pathway,peptidyl-serine phosphorylation,cortical actin cytoskeleton organization,tumor necrosis factor-mediated signaling pathway,negative regulation of myosin-light-chain-phosphatase activity,TRIF-dependent toll-like receptor signaling pathway,Fc-epsilon receptor signaling pathway,regulation of phosphorylation,negative regulation of apoptotic process,positive regulation of I-kappaB kinase/NF-kappaB signaling,innate immune response,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,stress-activated MAPK cascade,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway,cellular response to tumor necrosis factor,protein localization to plasma membrane,regulation of establishment of endothelial barrier,negative regulation of bicellular tight junction assembly"
Other,HeLa_XO44 / HeLa_control,O14976,O14976,5.1514939708378,5.1514939708378,0.0088154000676875,0.0056093593505312,6,O14976,GAK,Cyclin-G-associated kinase,GAK_HUMAN,42,3454.30103239471,35.5430103239471,HeLa_XO44,HeLa_control,"Golgi apparatus,cytosol,focal adhesion,membrane,vesicle,intracellular membrane-bounded organelle,synapse,perinuclear region of cytoplasm,cytoplasm","protein serine/threonine kinase activity,protein binding,ATP binding,cyclin binding,chaperone binding,clathrin binding","protein phosphorylation,receptor-mediated endocytosis,endoplasmic reticulum organization,Golgi organization,cell cycle,negative regulation of neuron projection development,synaptic vesicle uncoating,protein localization to Golgi apparatus,chaperone mediated protein folding requiring cofactor,membrane organization,clathrin coat disassembly,clathrin-dependent endocytosis,protein localization to plasma membrane,Golgi to lysosome transport,clathrin-coated pit assembly"
Other,HeLa_XO44 / HeLa_control,Q96RR4,Q96RR4,5.44427035638811,5.44427035638811,0.0129073017606017,0.0063064529044325,6,Q96RR4,CAMKK2,Calcium/calmodulin-dependent protein kinase kinase 2,KKCC2_HUMAN,20,4254.00257726444,43.5400257726444,HeLa_XO44,HeLa_control,"intracellular,nucleus,cytoplasm,cytosol,cell projection","calmodulin-dependent protein kinase activity,protein tyrosine kinase activity,calcium ion binding,calmodulin binding,ATP binding","MAPK cascade,positive regulation of protein phosphorylation,protein phosphorylation,peptidyl-serine phosphorylation,peptidyl-threonine phosphorylation,peptidyl-tyrosine phosphorylation,calcium-mediated signaling,cellular response to reactive oxygen species,regulation of protein kinase activity,positive regulation of protein kinase activity,positive regulation of transcription, DNA-templated,protein autophosphorylation,CAMKK-AMPK signaling cascade,positive regulation of mitophagy"
Other,HeLa_XO44 / HeLa_control,O15111,O15111,4.46457703084138,4.46457703084138,0.0129654968476707,0.0063141620760362,6,O15111,CHUK,Inhibitor of nuclear factor kappa-B kinase subunit alpha,IKKA_HUMAN,16,2107.86037029974,22.0786037029974,HeLa_XO44,HeLa_control,"nucleoplasm,cytoplasm,cytosol,IkappaB kinase complex,cytoplasmic side of plasma membrane,CD40 receptor complex,intracellular membrane-bounded organelle","protein kinase activity,protein binding,ATP binding,IkappaB kinase activity,identical protein binding,protein homodimerization activity,protein heterodimerization activity,scaffold protein binding,protein serine/threonine kinase activity","stimulatory C-type lectin receptor signaling pathway,antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent,MyD88-independent toll-like receptor signaling pathway,skeletal muscle contraction,protein phosphorylation,inflammatory response,immune response,I-kappaB kinase/NF-kappaB signaling,I-kappaB phosphorylation,Rho protein signal transduction,response to virus,response to toxic substance,anatomical structure morphogenesis,response to acetate,regulation of tumor necrosis factor-mediated signaling pathway,peptidyl-serine phosphorylation,negative regulation of NF-kappaB transcription factor activity,response to lipopolysaccharide,response to hydroperoxide,tumor necrosis factor-mediated signaling pathway,cellular response to reactive oxygen species,TRIF-dependent toll-like receptor signaling pathway,NIK/NF-kappaB signaling,Fc-epsilon receptor signaling pathway,response to drug,positive regulation of I-kappaB kinase/NF-kappaB signaling,response to amino acid,protein kinase B signaling,innate immune response,positive regulation of transcription, DNA-templated,positive regulation of transcription from RNA polymerase II promoter,T cell receptor signaling pathway,positive regulation of NF-kappaB transcription factor activity,striated muscle cell differentiation,stress-activated MAPK cascade,nucleotide-binding oligomerization domain containing signaling pathway,interleukin-1-mediated signaling pathway,cellular response to cadmium ion,cellular response to tumor necrosis factor,cellular response to virus,positive regulation of interferon-alpha secretion"
Other,HeLa_XO44 / HeLa_control,Q9Y3S1,Q9Y3S1,3.81284568474765,3.81284568474765,0.0266864812049208,0.0084572114590926,6,Q9Y3S1,WNK2,Serine/threonine-protein kinase WNK2,WNK2_HUMAN,14,1305.33842167228,14.0533842167228,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,plasma membrane","protein serine/threonine kinase activity,ATP binding","protein phosphorylation,negative regulation of cell proliferation,intracellular signal transduction,protein autophosphorylation,negative regulation of ERK1 and ERK2 cascade,positive regulation of canonical Wnt signaling pathway,regulation of ion homeostasis,positive regulation of sodium ion transmembrane transporter activity,positive regulation of ion transmembrane transporter activity"
Other,HeLa_XO44 / HeLa_control,O14965,O14965,7.65166537944482,7.65166537944482,0.0089326236097333,0.005629446523684,6,O14965,AURKA,Aurora kinase A,AURKA_HUMAN,26,20008.551882209,201.08551882209,HeLa_XO44,HeLa_control,"condensed nuclear chromosome, centromeric region,nucleus,nucleoplasm,centrosome,centriole,spindle,cytosol,cilium,microtubule cytoskeleton,midbody,spindle pole centrosome,chromosome passenger complex,germinal vesicle,axon hillock,pronucleus,perinuclear region of cytoplasm,spindle midzone,meiotic spindle,mitotic spindle pole,spindle microtubule","protein kinase activity,protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein binding,ATP binding,protein kinase binding,ubiquitin protein ligase binding,histone serine kinase activity,protein heterodimerization activity","G2/M transition of mitotic cell cycle,mitotic cell cycle,protein phosphorylation,DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest,spindle organization,mitotic spindle organization,spindle assembly involved in female meiosis I,mitotic centrosome separation,response to wounding,anterior/posterior axis specification,regulation of G2/M transition of mitotic cell cycle,negative regulation of G2/M transition of mitotic cell cycle,anaphase-promoting complex-dependent catabolic process,regulation of protein stability,negative regulation of protein binding,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,regulation of cytokinesis,histone-serine phosphorylation,negative regulation of apoptotic process,positive regulation of mitotic nuclear division,regulation of centrosome cycle,protein autophosphorylation,cell division,centrosome localization,protein localization to centrosome,liver regeneration,positive regulation of oocyte maturation,regulation of signal transduction by p53 class mediator,neuron projection extension"
Other,HeLa_XO44 / HeLa_control,Q6XUX3,Q6XUX3,6.09146198301642,6.09146198301642,0.0149484448720585,0.0065619178617973,6,Q6XUX3,DSTYK,Dual serine/threonine and tyrosine protein kinase,DUSTY_HUMAN,29,6718.87570769686,68.1887570769686,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,basolateral plasma membrane,apical plasma membrane,cell junction","protein serine/threonine kinase activity,protein serine/threonine/tyrosine kinase activity,protein tyrosine kinase activity,ATP binding","peptidyl-tyrosine phosphorylation,positive regulation of kinase activity,negative regulation of apoptotic process,cellular response to fibroblast growth factor stimulus,positive regulation of fibroblast growth factor receptor signaling pathway,positive regulation of ERK1 and ERK2 cascade,intracellular signal transduction,protein phosphorylation"
Other,HeLa_XO44 / HeLa_control,Q9HC98,Q9HC98,4.37428770750774,4.37428770750774,0.0112580894217813,0.0060621924256647,6,Q9HC98,NEK6,Serine/threonine-protein kinase Nek6,NEK6_HUMAN,8,1973.919091967,20.73919091967,HeLa_XO44,HeLa_control,"spindle pole,nucleus,nucleoplasm,cytoplasm,microtubule organizing center,cytosol,microtubule,nuclear speck,macromolecular complex,intracellular membrane-bounded organelle,centrosome","magnesium ion binding,transcription corepressor binding,protein serine/threonine kinase activity,signal transducer activity,protein binding,ATP binding,kinesin binding,protein kinase binding,ubiquitin protein ligase binding,activating transcription factor binding","protein phosphorylation,apoptotic process,chromosome segregation,mitotic nuclear envelope disassembly,signal transduction,regulation of mitotic cell cycle,peptidyl-serine phosphorylation,regulation of mitotic metaphase/anaphase transition,positive regulation of I-kappaB kinase/NF-kappaB signaling,protein autophosphorylation,spindle assembly,cell division,regulation of cellular senescence"
Other,HeLa_XO44 / HeLa_control,P19525,P19525,6.09765969309409,6.09765969309409,0.0169390659196295,0.0068197735047557,6,P19525,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",E2AK2_HUMAN,28,6748.23209942192,68.4823209942192,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,cytosol,ribosome,membrane,perinuclear region of cytoplasm","RNA binding,double-stranded RNA binding,protein kinase activity,protein serine/threonine kinase activity,eukaryotic translation initiation factor 2alpha kinase activity,non-membrane spanning protein tyrosine kinase activity,protein binding,ATP binding,protein phosphatase regulator activity,identical protein binding","activation of MAPKK activity,positive regulation of cytokine production,transcription, DNA-templated,translation,protein phosphorylation,negative regulation of cell proliferation,response to virus,response to toxic substance,regulation of translational initiation by eIF2 alpha phosphorylation,negative regulation of translation,peptidyl-tyrosine phosphorylation,evasion or tolerance by virus of host immune response,endoplasmic reticulum unfolded protein response,positive regulation of chemokine production,positive regulation of stress-activated MAPK cascade,negative regulation of osteoblast proliferation,cellular response to amino acid starvation,response to interferon-alpha,negative regulation of apoptotic process,regulation of phosphoprotein phosphatase activity,negative regulation of viral genome replication,innate immune response,protein autophosphorylation,positive regulation of NF-kappaB transcription factor activity,defense response to virus,regulation of NLRP3 inflammasome complex assembly,positive regulation of NIK/NF-kappaB signaling,regulation of hematopoietic progenitor cell differentiation,regulation of hematopoietic stem cell proliferation,regulation of hematopoietic stem cell differentiation"
Other,HeLa_XO44 / HeLa_control,Q9NZJ5,Q9NZJ5,5.4924358708343,5.4924358708343,0.0119050052610623,0.0061696322861147,6,Q9NZJ5,EIF2AK3,Eukaryotic translation initiation factor 2-alpha kinase 3,E2AK3_HUMAN,24,4401.81813546336,45.0181813546336,HeLa_XO44,HeLa_control,"cytoplasm,endoplasmic reticulum,endoplasmic reticulum membrane,membrane,integral component of endoplasmic reticulum membrane,perinuclear region of cytoplasm","protein kinase activity,protein serine/threonine kinase activity,eukaryotic translation initiation factor 2alpha kinase activity,protein binding,ATP binding,enzyme binding,protein phosphatase binding,identical protein binding,protein homodimerization activity,Hsp90 protein binding","skeletal system development,ossification,angiogenesis,chondrocyte development,protein phosphorylation,activation of cysteine-type endopeptidase activity involved in apoptotic process,ER overload response,endoplasmic reticulum organization,positive regulation of vascular endothelial growth factor production,positive regulation of gene expression,regulation of translational initiation by eIF2 alpha phosphorylation,negative regulation of translation,peptidyl-serine phosphorylation,calcium-mediated signaling,bone mineralization,endoplasmic reticulum unfolded protein response,endocrine pancreas development,negative regulation of myelination,negative regulation of translational initiation in response to stress,cellular response to amino acid starvation,response to endoplasmic reticulum stress,eiF2alpha phosphorylation in response to endoplasmic reticulum stress,PERK-mediated unfolded protein response,cellular response to glucose starvation,positive regulation of transcription from RNA polymerase I promoter,protein autophosphorylation,insulin-like growth factor receptor signaling pathway,protein homooligomerization,regulation of endoplasmic reticulum stress-induced eIF2 alpha phosphorylation,cellular response to cold,positive regulation of protein localization to nucleus,regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,response to manganese-induced endoplasmic reticulum stress"
Other,HeLa_XO44 / HeLa_control,Q8TDX7,Q8TDX7,4.21649780346225,4.21649780346225,0.016622358848215,0.0067751339600599,6,Q8TDX7,NEK7,Serine/threonine-protein kinase Nek7,NEK7_HUMAN,13,1759.0553294479,18.590553294479,HeLa_XO44,HeLa_control,"spindle pole,nucleoplasm,cytoplasm,microtubule organizing center,microtubule","protein serine/threonine kinase activity,protein binding,ATP binding,metal ion binding","protein phosphorylation,regulation of mitotic cell cycle,positive regulation of telomere maintenance via telomerase,spindle assembly,positive regulation of telomerase activity,positive regulation of telomere capping"
Other,HeLa_XO44 / HeLa_control,Q9BQI3,Q9BQI3,5.71133054088847,5.71133054088847,0.001886553115818,0.004716552768691,6,Q9BQI3,EIF2AK1,Eukaryotic translation initiation factor 2-alpha kinase 1,E2AK1_HUMAN,23,5139.40304256561,52.3940304256561,HeLa_XO44,HeLa_control,cytoplasm,"eukaryotic translation initiation factor 2alpha kinase activity,ATP binding,heme binding,protein homodimerization activity","acute inflammatory response,phagocytosis,negative regulation of cell proliferation,regulation of translational initiation by eIF2 alpha phosphorylation,regulation of eIF2 alpha phosphorylation by heme,macrophage differentiation,negative regulation of translational initiation by iron,protoporphyrinogen IX metabolic process,protein autophosphorylation,negative regulation of hemoglobin biosynthetic process,iron ion homeostasis,response to iron ion starvation"
Other,HeLa_XO44 / HeLa_control,P51957,P51957,3.97654236634905,3.97654236634905,0.0027233180443575,0.0047730276111831,6,P51957,NEK4,Serine/threonine-protein kinase Nek4,NEK4_HUMAN,21,1474.19500962352,15.7419500962352,HeLa_XO44,HeLa_control,"cytoplasm,cytosol,ciliary rootlet,ciliary transition zone,ciliary basal body,ciliary plasm","protein serine/threonine kinase activity,protein binding,ATP binding,manganese ion binding","mitotic cell cycle,protein phosphorylation,cellular response to DNA damage stimulus,regulation of mitotic cell cycle,signal transduction by protein phosphorylation,stress-activated protein kinase signaling cascade,activation of protein kinase activity,regulation of apoptotic process,positive regulation of transcription, DNA-templated,cell division,regulation of replicative cell aging,regulation of cellular senescence,regulation of response to DNA damage stimulus"
Other,HeLa_XO44 / HeLa_control,P51956,P51956,4.31740754586289,4.31740754586289,0.0276684214450151,0.0086451336957,6,P51956,NEK3,Serine/threonine-protein kinase Nek3,NEK3_HUMAN,19,1893.74299636339,19.9374299636339,HeLa_XO44,HeLa_control,"nucleus,cytoplasm,axon","protein serine/threonine kinase activity,protein binding,ATP binding,metal ion binding","mitotic cell cycle,protein phosphorylation,establishment of cell polarity,neuron projection morphogenesis,cell division,regulation of tubulin deacetylation"
Other,HeLa_XO44 / HeLa_control,Q9NSY1,Q9NSY1,4.22450512905776,4.22450512905776,0.0056129528318052,0.0049395880477093,6,Q9NSY1,BMP2K,BMP-2-inducible protein kinase,BMP2K_HUMAN,14,1769.40224834187,18.6940224834187,HeLa_XO44,HeLa_control,"cytoplasm,nuclear speck,nucleus","protein serine/threonine kinase activity,ATP binding,phosphatase regulator activity,AP-2 adaptor complex binding","protein phosphorylation,regulation of bone mineralization,positive regulation of Notch signaling pathway,regulation of catalytic activity,regulation of clathrin-dependent endocytosis,regulation of endocytosis"
